,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Establishment_Year
5059,19.0,Low Fat,0.053930934,Household,129.8336,High,Tier 3,Supermarket Type1,1987
5060,8.895,Regular,0.053930934,Baking Goods,207.4296,Medium,Tier 2,Supermarket Type1,2007
5061,18.0,Low Fat,0.053930934,Baking Goods,78.5618,High,Tier 3,Supermarket Type1,1987
5062,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,Medium,Tier 2,Supermarket Type1,2007
5063,12.857645184135976,Regular,0.053930934,Canned,91.8488,Medium,Tier 3,Supermarket Type3,1985
5064,20.5,Low Fat,0.053930934,Frozen Foods,75.8696,Small,Tier 1,Supermarket Type1,1997
5065,12.857645184135976,Low Fat,0.077348214,Snack Foods,259.7962,Medium,Tier 3,Supermarket Type3,1985
5066,20.6,Low Fat,0.053930934,Fruits and Vegetables,93.3778,Medium,Tier 3,Supermarket Type2,2009
5067,15.85,Low Fat,0.069043044,Breads,218.7166,High,Tier 3,Supermarket Type1,1987
5068,20.6,Regular,0.053930934,Fruits and Vegetables,187.7556,Medium,Tier 1,Supermarket Type1,1999
5069,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,High,Tier 3,Supermarket Type1,1987
5070,12.857645184135976,Low Fat,0.117607719,Others,55.2588,Medium,Tier 3,Supermarket Type3,1985
5071,17.6,Regular,0.127412338,Meat,111.3202,Medium,Tier 3,Grocery Store,1998
5072,11.35,Regular,0.053930934,Snack Foods,101.0016,High,Tier 3,Supermarket Type1,1987
5073,10.195,Low Fat,0.126579586,Canned,112.2886,Medium,Tier 1,Supermarket Type1,1999
5074,17.5,Low Fat,0.053930934,Meat,138.518,Medium,Tier 3,Supermarket Type2,2009
5075,12.857645184135976,Low Fat,0.075192072,Hard Drinks,56.0614,Medium,Tier 3,Supermarket Type3,1985
5076,11.0,Low Fat,0.053930934,Health and Hygiene,40.948,High,Tier 3,Supermarket Type1,1987
5077,5.92,Regular,0.053930934,Soft Drinks,47.7692,Small,Tier 1,Supermarket Type1,1997
5078,13.3,Low Fat,0.079791176,Dairy,232.73,Small,Tier 2,Supermarket Type1,2004
5079,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,Medium,Tier 1,Supermarket Type1,1999
5080,9.395,Regular,0.109265987,Soft Drinks,42.3112,Medium,Tier 1,Supermarket Type1,1999
5081,6.75,Regular,0.10821852,Dairy,96.3752,Small,Tier 2,Supermarket Type1,2004
5082,15.7,Low Fat,0.122392031,Canned,133.1942,High,Tier 3,Supermarket Type1,1987
5083,8.39,Low Fat,0.20168772,Household,162.8868,Medium,Tier 3,Grocery Store,1998
5084,12.857645184135976,Low Fat,0.053930934,Fruits and Vegetables,47.4692,Medium,Tier 3,Supermarket Type3,1985
5085,9.6,Low Fat,0.053930934,Snack Foods,244.917,Medium,Tier 2,Supermarket Type1,2002
5086,11.1,Low Fat,0.059835659,Fruits and Vegetables,151.3366,Small,Tier 2,Supermarket Type1,2004
5087,12.8,Low Fat,0.091408076,Others,108.9938,Medium,Tier 3,Supermarket Type2,2009
5088,12.85,Low Fat,0.169405699,Frozen Foods,46.106,Medium,Tier 2,Supermarket Type1,2007
5089,13.65,Low Fat,0.053930934,Breads,231.9668,Medium,Tier 2,Supermarket Type1,2002
5090,12.857645184135976,Low Fat,0.174232377,Soft Drinks,146.6102,Medium,Tier 3,Supermarket Type3,1985
5091,7.935,Low Fat,0.053930934,Household,261.591,Medium,Tier 2,Supermarket Type1,2002
5092,12.857645184135976,Low Fat,0.052749199,Canned,74.967,Small,Tier 1,Grocery Store,1985
5093,16.1,Low Fat,0.053930934,Soft Drinks,189.9846,Medium,Tier 3,Grocery Store,1998
5094,7.645,Regular,0.053930934,Snack Foods,41.8112,Small,Tier 1,Supermarket Type1,1997
5095,8.775,Low Fat,0.053930934,Fruits and Vegetables,110.7228,Medium,Tier 3,Grocery Store,1998
5096,10.65,Low Fat,0.053930934,Fruits and Vegetables,57.2272,Medium,Tier 2,Supermarket Type1,2002
5097,7.64,Regular,0.071104408,Snack Foods,95.012,Medium,Tier 2,Supermarket Type1,2007
5098,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,Medium,Tier 2,Supermarket Type1,2007
5099,8.645,Low Fat,0.144006886,Health and Hygiene,94.741,Medium,Tier 3,Supermarket Type2,2009
5100,8.97,Low Fat,0.093159233,Household,55.7956,Medium,Tier 1,Supermarket Type1,1999
5101,12.857645184135976,Regular,0.129425145,Dairy,219.3482,Small,Tier 1,Grocery Store,1985
5102,5.405,Regular,0.053839714,Canned,198.6742,Medium,Tier 3,Supermarket Type2,2009
5103,12.857645184135976,Low Fat,0.098629062,Fruits and Vegetables,90.6462,Medium,Tier 3,Supermarket Type3,1985
5104,10.195,Regular,0.053930934,Starchy Foods,240.1538,Medium,Tier 1,Supermarket Type1,1999
5105,6.935,Regular,0.053930934,Snack Foods,103.5332,Small,Tier 1,Supermarket Type1,1997
5106,12.857645184135976,Regular,0.170186628,Snack Foods,159.0262,Small,Tier 1,Grocery Store,1985
5107,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,Small,Tier 1,Supermarket Type1,1997
5108,12.857645184135976,Regular,0.053930934,Frozen Foods,162.521,Medium,Tier 3,Supermarket Type3,1985
5109,9.3,Low Fat,0.089186275,Canned,145.3786,Medium,Tier 2,Supermarket Type1,2002
5110,9.0,Low Fat,0.053930934,Household,169.4474,Small,Tier 2,Supermarket Type1,2004
5111,21.25,Low Fat,0.053930934,Household,146.0102,Small,Tier 2,Supermarket Type1,2004
5112,12.35,Low Fat,0.053930934,Canned,59.2246,Medium,Tier 1,Supermarket Type1,1999
5113,12.857645184135976,Regular,0.053930934,Dairy,124.3704,Medium,Tier 3,Supermarket Type3,1985
5114,16.85,Regular,0.053930934,Snack Foods,43.9428,Small,Tier 1,Supermarket Type1,1997
5115,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,Small,Tier 2,Supermarket Type1,2004
5116,8.63,Regular,0.053930934,Canned,173.9422,Medium,Tier 3,Supermarket Type2,2009
5117,7.935,Low Fat,0.053930934,Household,261.291,Medium,Tier 3,Supermarket Type2,2009
5118,12.857645184135976,Regular,0.053930934,Frozen Foods,112.7176,Medium,Tier 3,Supermarket Type3,1985
5119,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,Small,Tier 2,Supermarket Type1,2004
5120,5.765,Low Fat,0.082012293,Baking Goods,37.5164,Small,Tier 1,Supermarket Type1,1997
5121,17.75,Regular,0.157075658,Dairy,240.5538,Medium,Tier 1,Supermarket Type1,1999
5122,12.857645184135976,Regular,0.107110465,Breakfast,55.5588,Small,Tier 1,Grocery Store,1985
5123,8.235,Low Fat,0.053930934,Health and Hygiene,181.895,Small,Tier 1,Supermarket Type1,1997
5124,12.857645184135976,Low Fat,0.076483451,Fruits and Vegetables,43.4086,Medium,Tier 3,Supermarket Type3,1985
5125,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,Medium,Tier 1,Supermarket Type1,1999
5126,9.1,Low Fat,0.174827835,Baking Goods,127.2362,Medium,Tier 3,Supermarket Type2,2009
5127,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,High,Tier 3,Supermarket Type1,1987
5128,15.5,Regular,0.075868843,Baking Goods,261.7568,Medium,Tier 1,Supermarket Type1,1999
5129,10.695,Regular,0.086764795,Snack Foods,156.7972,Small,Tier 2,Supermarket Type1,2004
5130,6.695,Low Fat,0.053930934,Frozen Foods,220.8456,Medium,Tier 3,Supermarket Type2,2009
5131,16.0,Low Fat,0.072655379,Household,229.8668,Small,Tier 2,Supermarket Type1,2004
5132,5.59,Regular,0.056555715,Snack Foods,62.6168,High,Tier 3,Supermarket Type1,1987
5133,11.35,Regular,0.053930934,Fruits and Vegetables,197.0742,Medium,Tier 2,Supermarket Type1,2007
5134,12.3,Regular,0.064882207,Starchy Foods,93.8804,Medium,Tier 3,Supermarket Type2,2009
5135,12.857645184135976,Regular,0.053930934,Snack Foods,102.4016,Medium,Tier 3,Supermarket Type3,1985
5136,17.75,Low Fat,0.053930934,Dairy,248.775,Small,Tier 1,Supermarket Type1,1997
5137,17.75,Low Fat,0.053930934,Others,178.566,Medium,Tier 3,Supermarket Type2,2009
5138,12.857645184135976,Low Fat,0.053930934,Fruits and Vegetables,245.0144,Medium,Tier 3,Supermarket Type3,1985
5139,12.857645184135976,Low Fat,0.110735739,Baking Goods,35.2874,Medium,Tier 3,Supermarket Type3,1985
5140,12.35,Regular,0.053930934,Fruits and Vegetables,110.257,Medium,Tier 3,Supermarket Type2,2009
5141,16.7,Regular,0.052493162,Frozen Foods,113.9176,Medium,Tier 1,Supermarket Type1,1999
5142,19.35,Regular,0.065890998,Meat,167.0816,Medium,Tier 2,Supermarket Type1,2007
5143,15.7,Regular,0.114565093,Canned,112.0202,Small,Tier 1,Supermarket Type1,1997
5144,12.857645184135976,Low Fat,0.117065801,Snack Foods,196.1136,Medium,Tier 3,Supermarket Type3,1985
5145,18.7,Low Fat,0.053930934,Baking Goods,124.902,Medium,Tier 2,Supermarket Type1,2007
5146,7.06,Regular,0.053930934,Starchy Foods,59.5904,High,Tier 3,Supermarket Type1,1987
5147,11.35,Low Fat,0.053930934,Snack Foods,52.4008,Small,Tier 2,Supermarket Type1,2004
5148,12.857645184135976,Regular,0.053930934,Snack Foods,62.7194,Small,Tier 1,Grocery Store,1985
5149,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,Medium,Tier 2,Supermarket Type1,2007
5150,12.857645184135976,Low Fat,0.304737387,Dairy,54.7298,Small,Tier 1,Grocery Store,1985
5151,12.857645184135976,Regular,0.053930934,Snack Foods,37.919,Medium,Tier 3,Supermarket Type3,1985
5152,13.15,Low Fat,0.053930934,Snack Foods,184.195,Medium,Tier 1,Supermarket Type1,1999
5153,12.857645184135976,Regular,0.053930934,Dairy,146.7102,Medium,Tier 3,Supermarket Type3,1985
5154,14.5,Regular,0.214681063,Baking Goods,102.7332,Medium,Tier 3,Grocery Store,1998
5155,7.5,Low Fat,0.060649825,Health and Hygiene,177.4028,Medium,Tier 3,Grocery Store,1998
5156,15.2,Low Fat,0.097258937,Health and Hygiene,114.8492,Medium,Tier 2,Supermarket Type1,2002
5157,11.6,Regular,0.053930934,Snack Foods,226.2404,Small,Tier 1,Supermarket Type1,1997
5158,9.0,Low Fat,0.053930934,Household,102.0016,Medium,Tier 3,Supermarket Type2,2009
5159,19.35,Regular,0.053930934,Fruits and Vegetables,119.7098,High,Tier 3,Supermarket Type1,1987
5160,15.2,Low Fat,0.153592956,Snack Foods,228.0352,Medium,Tier 3,Grocery Store,1998
5161,20.2,Regular,0.121231308,Snack Foods,97.5752,Small,Tier 2,Supermarket Type1,2004
5162,12.857645184135976,Low Fat,0.119371835,Dairy,45.2744,Medium,Tier 3,Supermarket Type3,1985
5163,12.857645184135976,Low Fat,0.064607378,Canned,87.4198,Medium,Tier 3,Supermarket Type3,1985
5164,5.365,Regular,0.14024028,Seafood,171.0764,Small,Tier 1,Supermarket Type1,1997
5165,21.2,Regular,0.053930934,Starchy Foods,173.6738,Medium,Tier 1,Supermarket Type1,1999
5166,11.15,Regular,0.053930934,Dairy,150.6708,Medium,Tier 2,Supermarket Type1,2002
5167,19.35,Regular,0.077193256,Snack Foods,112.7518,Medium,Tier 2,Supermarket Type1,2007
5168,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,Medium,Tier 1,Supermarket Type1,1999
5169,9.6,Regular,0.053930934,Snack Foods,188.1872,Small,Tier 2,Supermarket Type1,2004
5170,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,Medium,Tier 1,Supermarket Type1,1999
5171,15.85,Low Fat,0.078540095,Canned,36.3506,Small,Tier 2,Supermarket Type1,2004
5172,10.195,Regular,0.146540889,Frozen Foods,141.7838,High,Tier 3,Supermarket Type1,1987
5173,20.2,Regular,0.097059596,Meat,178.6028,Medium,Tier 2,Supermarket Type1,2007
5174,7.96,Low Fat,0.053930934,Canned,161.8894,Medium,Tier 3,Supermarket Type2,2009
5175,20.0,Low Fat,0.053930934,Baking Goods,45.4086,High,Tier 3,Supermarket Type1,1987
5176,6.425,Low Fat,0.063532672,Breakfast,133.0626,Medium,Tier 2,Supermarket Type1,2007
5177,12.857645184135976,Regular,0.075384242,Baking Goods,262.7568,Medium,Tier 3,Supermarket Type3,1985
5178,12.1,Low Fat,0.080131363,Household,170.9106,Medium,Tier 3,Supermarket Type2,2009
5179,11.6,Regular,0.132111921,Frozen Foods,82.2276,Medium,Tier 3,Grocery Store,1998
5180,12.857645184135976,Low Fat,0.083547515,Household,179.166,Small,Tier 1,Grocery Store,1985
5181,9.395,Low Fat,0.103731617,Snack Foods,236.9932,Small,Tier 2,Supermarket Type1,2004
5182,17.2,Regular,0.053930934,Canned,147.0418,Medium,Tier 2,Supermarket Type1,2007
5183,7.42,Regular,0.053930934,Snack Foods,188.9872,Medium,Tier 3,Supermarket Type2,2009
5184,18.25,Low Fat,0.054223942,Snack Foods,142.0154,Small,Tier 2,Supermarket Type1,2004
5185,12.857645184135976,Regular,0.075791641,Dairy,193.3794,Medium,Tier 3,Supermarket Type3,1985
5186,17.6,Regular,0.053930934,Snack Foods,94.641,Medium,Tier 1,Supermarket Type1,1999
5187,12.857645184135976,Regular,0.145591438,Seafood,148.705,Medium,Tier 3,Supermarket Type3,1985
5188,6.825,Regular,0.053930934,Canned,155.1998,Medium,Tier 3,Supermarket Type2,2009
5189,7.405,Low Fat,0.159062948,Dairy,208.9296,High,Tier 3,Supermarket Type1,1987
5190,15.7,Low Fat,0.073966786,Baking Goods,250.5724,Medium,Tier 3,Supermarket Type2,2009
5191,15.6,Low Fat,0.117574554,Frozen Foods,75.667,Medium,Tier 2,Supermarket Type1,2007
5192,9.6,Low Fat,0.053930934,Household,44.2086,Medium,Tier 3,Grocery Store,1998
5193,12.857645184135976,Regular,0.053930934,Frozen Foods,144.0102,Medium,Tier 3,Supermarket Type3,1985
5194,12.857645184135976,Regular,0.053930934,Frozen Foods,163.1526,Medium,Tier 3,Supermarket Type3,1985
5195,12.857645184135976,Low Fat,0.075707087,Baking Goods,88.183,Medium,Tier 3,Supermarket Type3,1985
5196,10.195,Regular,0.146635206,Frozen Foods,139.0838,Small,Tier 2,Supermarket Type1,2004
5197,19.1,Low Fat,0.177545624,Household,172.4422,Medium,Tier 1,Supermarket Type1,1999
5198,8.895,Low Fat,0.072693696,Breakfast,175.937,Medium,Tier 3,Supermarket Type2,2009
5199,8.945,Regular,0.146701312,Dairy,262.291,Medium,Tier 3,Grocery Store,1998
5200,10.3,Low Fat,0.146999264,Meat,103.7648,Medium,Tier 2,Supermarket Type1,2007
5201,16.0,Regular,0.173109453,Snack Foods,155.2972,Medium,Tier 2,Supermarket Type1,2002
5202,6.385,Regular,0.124410284,Snack Foods,34.3874,Medium,Tier 2,Supermarket Type1,2007
5203,13.0,Low Fat,0.053930934,Household,47.9034,High,Tier 3,Supermarket Type1,1987
5204,20.1,Regular,0.054763518,Frozen Foods,150.9366,Medium,Tier 2,Supermarket Type1,2007
5205,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,Medium,Tier 3,Supermarket Type2,2009
5206,5.175,Low Fat,0.053930934,Health and Hygiene,35.4874,High,Tier 3,Supermarket Type1,1987
5207,11.5,Regular,0.053930934,Dairy,88.254,Small,Tier 1,Supermarket Type1,1997
5208,16.75,Regular,0.053930934,Meat,73.7038,Medium,Tier 3,Supermarket Type2,2009
5209,12.857645184135976,Low Fat,0.053930934,Breads,102.3332,Medium,Tier 3,Supermarket Type3,1985
5210,17.25,Low Fat,0.084262458,Soft Drinks,261.591,High,Tier 3,Supermarket Type1,1987
5211,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,Small,Tier 2,Supermarket Type1,2004
5212,12.857645184135976,Low Fat,0.112718928,Baking Goods,54.2956,Medium,Tier 3,Supermarket Type3,1985
5213,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,Medium,Tier 2,Supermarket Type1,2007
5214,7.075,Low Fat,0.058437653,Dairy,143.0128,Medium,Tier 1,Supermarket Type1,1999
5215,6.365,Low Fat,0.053930934,Frozen Foods,59.7536,Medium,Tier 2,Supermarket Type1,2007
5216,12.857645184135976,Low Fat,0.053930934,Household,125.202,Medium,Tier 3,Supermarket Type3,1985
5217,9.3,Low Fat,0.053930934,Household,247.0802,Small,Tier 2,Supermarket Type1,2004
5218,5.92,Regular,0.053930934,Soft Drinks,50.3692,High,Tier 3,Supermarket Type1,1987
5219,9.6,Low Fat,0.053930934,Household,42.6086,Small,Tier 2,Supermarket Type1,2004
5220,14.15,Low Fat,0.053930934,Dairy,52.0982,Small,Tier 1,Supermarket Type1,1997
5221,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,High,Tier 3,Supermarket Type1,1987
5222,6.765,Regular,0.087437069,Frozen Foods,106.1306,Medium,Tier 2,Supermarket Type1,2002
5223,12.857645184135976,Regular,0.053930934,Fruits and Vegetables,242.6512,Medium,Tier 3,Supermarket Type3,1985
5224,13.15,Low Fat,0.073251428,Snack Foods,181.695,Medium,Tier 3,Grocery Store,1998
5225,12.857645184135976,Low Fat,0.053930934,Frozen Foods,263.191,Medium,Tier 3,Supermarket Type3,1985
5226,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,Medium,Tier 2,Supermarket Type1,2007
5227,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,High,Tier 3,Supermarket Type1,1987
5228,9.42,Regular,0.053930934,Frozen Foods,61.5194,Medium,Tier 2,Supermarket Type1,2007
5229,17.6,Low Fat,0.053930934,Dairy,170.4422,Small,Tier 1,Supermarket Type1,1997
5230,8.235,Low Fat,0.0828941,Baking Goods,149.3076,Medium,Tier 2,Supermarket Type1,2007
5231,12.857645184135976,Low Fat,0.091042211,Household,162.6894,Medium,Tier 3,Supermarket Type3,1985
5232,13.15,Regular,0.053930934,Snack Foods,89.6856,Medium,Tier 1,Supermarket Type1,1999
5233,12.65,Low Fat,0.053930934,Household,106.3938,Medium,Tier 2,Supermarket Type1,2002
5234,20.7,Low Fat,0.053930934,Household,73.2354,Medium,Tier 2,Supermarket Type1,2002
5235,13.0,Low Fat,0.153930108,Canned,76.7986,Medium,Tier 2,Supermarket Type1,2002
5236,16.1,Low Fat,0.053930934,Fruits and Vegetables,256.1356,Medium,Tier 2,Supermarket Type1,2002
5237,16.0,Low Fat,0.060971431,Starchy Foods,226.2404,Medium,Tier 2,Supermarket Type1,2002
5238,12.35,Low Fat,0.053930934,Snack Foods,118.9124,High,Tier 3,Supermarket Type1,1987
5239,14.0,Low Fat,0.053930934,Baking Goods,103.1332,Medium,Tier 3,Supermarket Type2,2009
5240,20.5,Low Fat,0.053930934,Household,40.0822,Small,Tier 2,Supermarket Type1,2004
5241,8.3,Low Fat,0.053930934,Fruits and Vegetables,38.0506,Small,Tier 2,Supermarket Type1,2004
5242,19.2,Low Fat,0.053930934,Household,130.131,Medium,Tier 1,Supermarket Type1,1999
5243,9.1,Low Fat,0.080747059,Household,46.9718,Medium,Tier 2,Supermarket Type1,2007
5244,14.15,Low Fat,0.053930934,Canned,255.5014,High,Tier 3,Supermarket Type1,1987
5245,7.93,Low Fat,0.053930934,Frozen Foods,122.1414,Medium,Tier 1,Supermarket Type1,1999
5246,17.1,Low Fat,0.067154053,Household,114.386,Small,Tier 1,Supermarket Type1,1997
5247,16.2,Low Fat,0.053930934,Soft Drinks,154.6972,High,Tier 3,Supermarket Type1,1987
5248,6.465,Low Fat,0.124506117,Canned,264.7884,Small,Tier 1,Supermarket Type1,1997
5249,7.155,Regular,0.168871496,Breads,34.3874,Medium,Tier 3,Supermarket Type2,2009
5250,20.6,Regular,0.053930934,Dairy,212.6244,Small,Tier 2,Supermarket Type1,2004
5251,20.25,Regular,0.103142373,Canned,94.612,Medium,Tier 3,Supermarket Type2,2009
5252,12.857645184135976,Low Fat,0.078872251,Snack Foods,189.5556,Small,Tier 1,Grocery Store,1985
5253,15.85,Low Fat,0.082120687,Breads,177.437,Medium,Tier 3,Supermarket Type2,2009
5254,9.0,Low Fat,0.069487587,Health and Hygiene,266.6884,High,Tier 3,Supermarket Type1,1987
5255,12.857645184135976,Low Fat,0.053930934,Snack Foods,213.456,Medium,Tier 3,Supermarket Type3,1985
5256,12.857645184135976,Low Fat,0.053930934,Baking Goods,50.0034,Medium,Tier 3,Supermarket Type3,1985
5257,18.7,Low Fat,0.053930934,Fruits and Vegetables,111.1886,Medium,Tier 2,Supermarket Type1,2007
5258,20.85,Low Fat,0.053930934,Fruits and Vegetables,104.9306,High,Tier 3,Supermarket Type1,1987
5259,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,High,Tier 3,Supermarket Type1,1987
5260,18.6,Low Fat,0.076841095,Snack Foods,162.2236,Small,Tier 2,Supermarket Type1,2004
5261,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,Small,Tier 2,Supermarket Type1,2004
5262,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,Medium,Tier 1,Supermarket Type1,1999
5263,12.857645184135976,Regular,0.053930934,Snack Foods,188.7898,Medium,Tier 3,Supermarket Type3,1985
5264,7.09,Low Fat,0.053930934,Baking Goods,48.1034,High,Tier 3,Supermarket Type1,1987
5265,12.857645184135976,Low Fat,0.053930934,Household,102.8332,Medium,Tier 3,Supermarket Type3,1985
5266,12.857645184135976,Regular,0.067543727,Dairy,57.2562,Medium,Tier 3,Supermarket Type3,1985
5267,12.857645184135976,Low Fat,0.053930934,Hard Drinks,127.5362,Medium,Tier 3,Supermarket Type3,1985
5268,9.5,Low Fat,0.053930934,Hard Drinks,188.9872,Medium,Tier 2,Supermarket Type1,2007
5269,19.0,Regular,0.097709541,Frozen Foods,48.6718,Medium,Tier 3,Supermarket Type2,2009
5270,20.5,Low Fat,0.143283608,Household,37.919,Small,Tier 1,Supermarket Type1,1997
5271,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,Medium,Tier 2,Supermarket Type1,2002
5272,21.1,Low Fat,0.053930934,Household,145.7786,Medium,Tier 2,Supermarket Type1,2007
5273,12.857645184135976,Low Fat,0.067120954,Snack Foods,132.9626,Medium,Tier 3,Supermarket Type3,1985
5274,15.1,Regular,0.067020992,Snack Foods,260.3304,High,Tier 3,Supermarket Type1,1987
5275,19.7,Low Fat,0.053930934,Household,98.7726,High,Tier 3,Supermarket Type1,1987
5276,16.2,Regular,0.053930934,Frozen Foods,97.3726,Small,Tier 1,Supermarket Type1,1997
5277,18.1,Low Fat,0.053930934,Fruits and Vegetables,96.5094,Small,Tier 2,Supermarket Type1,2004
5278,10.195,Low Fat,0.053930934,Snack Foods,42.5428,Medium,Tier 3,Supermarket Type2,2009
5279,6.55,Regular,0.053930934,Breads,157.8288,Small,Tier 1,Supermarket Type1,1997
5280,15.85,Low Fat,0.136774734,Canned,94.4094,Medium,Tier 2,Supermarket Type1,2002
5281,12.857645184135976,Low Fat,0.089343433,Health and Hygiene,157.3604,Medium,Tier 3,Supermarket Type3,1985
5282,12.1,Low Fat,0.053930934,Canned,75.267,Medium,Tier 3,Supermarket Type2,2009
5283,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,Small,Tier 2,Supermarket Type1,2004
5284,12.857645184135976,Regular,0.141360118,Baking Goods,197.311,Small,Tier 1,Grocery Store,1985
5285,16.7,Low Fat,0.053930934,Dairy,109.1886,Medium,Tier 3,Grocery Store,1998
5286,12.857645184135976,Low Fat,0.053930934,Baking Goods,76.7354,Medium,Tier 3,Supermarket Type3,1985
5287,11.1,Low Fat,0.294948897,Baking Goods,159.0604,Medium,Tier 3,Grocery Store,1998
5288,11.35,Regular,0.053930934,Fruits and Vegetables,168.279,High,Tier 3,Supermarket Type1,1987
5289,9.195,Regular,0.053930934,Frozen Foods,53.1666,Small,Tier 1,Supermarket Type1,1997
5290,12.857645184135976,Low Fat,0.162248011,Household,160.4604,Small,Tier 1,Grocery Store,1985
5291,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,Small,Tier 1,Supermarket Type1,1997
5292,8.0,Regular,0.053930934,Breads,250.3092,Small,Tier 1,Supermarket Type1,1997
5293,19.1,Low Fat,0.067295406,Household,41.9796,Small,Tier 1,Supermarket Type1,1997
5294,12.857645184135976,Low Fat,0.053930934,Dairy,152.234,Medium,Tier 3,Supermarket Type3,1985
5295,12.857645184135976,Low Fat,0.053930934,Household,44.4112,Medium,Tier 3,Supermarket Type3,1985
5296,12.857645184135976,Low Fat,0.053930934,Baking Goods,149.4708,Medium,Tier 3,Supermarket Type3,1985
5297,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,Medium,Tier 1,Supermarket Type1,1999
5298,19.6,Low Fat,0.053930934,Health and Hygiene,151.7024,Medium,Tier 2,Supermarket Type1,2007
5299,12.857645184135976,Regular,0.059438787,Fruits and Vegetables,130.9968,Medium,Tier 3,Supermarket Type3,1985
5300,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,Small,Tier 1,Supermarket Type1,1997
5301,12.857645184135976,Low Fat,0.053930934,Snack Foods,150.7366,Medium,Tier 3,Supermarket Type3,1985
5302,12.857645184135976,Low Fat,0.057850699,Snack Foods,113.2834,Medium,Tier 3,Supermarket Type3,1985
5303,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,High,Tier 3,Supermarket Type1,1987
5304,6.775,Low Fat,0.105225964,Household,84.225,Small,Tier 2,Supermarket Type1,2004
5305,16.25,Low Fat,0.053930934,Household,116.1176,Medium,Tier 1,Supermarket Type1,1999
5306,19.85,Low Fat,0.053930934,Dairy,89.4856,Small,Tier 2,Supermarket Type1,2004
5307,19.75,Low Fat,0.053930934,Fruits and Vegetables,189.9872,High,Tier 3,Supermarket Type1,1987
5308,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,Medium,Tier 2,Supermarket Type1,2002
5309,8.935,Low Fat,0.053930934,Frozen Foods,53.7298,Medium,Tier 3,Supermarket Type2,2009
5310,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,Medium,Tier 3,Grocery Store,1998
5311,6.71,Low Fat,0.053930934,Breads,218.3166,Medium,Tier 2,Supermarket Type1,2002
5312,8.945,Regular,0.087629354,Dairy,263.491,Small,Tier 2,Supermarket Type1,2004
5313,12.65,Low Fat,0.053930934,Meat,107.8938,Small,Tier 1,Supermarket Type1,1997
5314,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,Medium,Tier 1,Supermarket Type1,1999
5315,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,Medium,Tier 2,Supermarket Type1,2007
5316,14.35,Low Fat,0.053930934,Health and Hygiene,109.5228,Medium,Tier 1,Supermarket Type1,1999
5317,12.857645184135976,Low Fat,0.053930934,Health and Hygiene,100.8042,Medium,Tier 3,Supermarket Type3,1985
5318,5.765,Low Fat,0.082178616,Baking Goods,37.0164,Medium,Tier 2,Supermarket Type1,2002
5319,8.315,Regular,0.053930934,Baking Goods,143.3444,High,Tier 3,Supermarket Type1,1987
5320,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,Small,Tier 2,Supermarket Type1,2004
5321,14.5,Regular,0.128235818,Baking Goods,104.1332,Small,Tier 2,Supermarket Type1,2004
5322,15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,Small,Tier 1,Supermarket Type1,1997
5323,17.25,Low Fat,0.053930934,Soft Drinks,163.7526,Medium,Tier 3,Supermarket Type2,2009
5324,13.0,Low Fat,0.099242622,Household,46.306,High,Tier 3,Supermarket Type1,1987
5325,12.857645184135976,Regular,0.053930934,Snack Foods,222.0114,Medium,Tier 3,Supermarket Type3,1985
